Id,Jurisdicci,area prot,Especie,Fecha,Laterror,Longerror,Latform,Longform,Latitud,Longitud,Altitud,Localidad,Ambiente,Estado,Uso,Cantidad,Rastros,y,id_General,origen_SIB,mes ,Periodo
1228,PNLG,Parque Nacional Los Glaciares,HUEMUL,5/04/2014,-493234,-7295056,-49.3234,-72.95056,-49.3234,-72.95056,830,Extermo sudeste de la Loma de Las Pizarras,"Ladera alta, pedrero con arbustivas achaparradas, siete camisas. Pendiente moderada a fuerte. M s abajo bosque de lenga.",Muy bueno,"Turismo, senderos a Madre e Hija y Laguna Torre a unos 700 y 1000 metros",0,Huellas,2014,513,Glaciares,4,oto¤o
1569,PNLG,Parque Nacional Los Glaciares,HUEMUL,10/02/2016,-493232,-729426,-49.3232,-72.9426,-49.3232,-72.9426,740,Ladera en el extremo sudeste de la Loma de las Pizarras,Ladera con bosque de lenga. Pendiente moderada,Muy bueno,"Turismo, sendero",1,,2016,793,Glaciares,2,verano
1307,PNLG,Parque Nacional Los Glaciares,HUEMUL,13/12/2014,-493232,-7299127,-49.3232,-72.99127,-49.3232,-72.99127,695,"Morena lateral N-NE de Laguna Torre, 840 m al norte de la naciente del R¡o Fitz Roy",Morena costera de laguna con lengas y notros achaparrados. Suelo pedregoso. A 50 a 80 metros de bosque de lenga.,Muy bueno,"Turismo, sendero, campamentos",2,,2014,552,Glaciares,12,primavera
1156,PNLG,Parque Nacional Los Glaciares,HUEMUL,7/12/2013,-493221,-72993,-49.3221,-72.993,-49.3221,-72.993,700,Morena NE de Laguna Torre,"Morena, bosque de lenga cercano, notros",Bueno,"Turismo, sendero, mirador",2,,2013,455,Glaciares,12,primavera
935,PNLG,Parque Nacional Los Glaciares,HUEMUL,26/01/2013,-493214,-729443,-49.3214,-72.9443,-49.3214,-72.9443,775,Extremo Sudeste de la Loma de Las Pizarras,"Bosque de lenga en ladera de exposici¢n NE, pendiente leve.",Bueno,"Turismo, sendero",2,,2013,395,Glaciares,1,verano
884,PNLG,Parque Nacional Los Glaciares,HUEMUL,20/12/2012,-493188,-728962,-49.3188,-72.8962,-49.3188,-72.8962,450,Ladera NE del Cerro Rosado,"Ladera de pendiente leve, pastizal con bosque bajo y disperso, roquedales.",Bueno,"Turismo, sendero",1,,2012,362,Glaciares,12,primavera
1060,PNLG,Parque Nacional Los Glaciares,HUEMUL,9/09/2013,-493179,-729001,-49.3179,-72.9001,-49.3179,-72.9001,550,Ladera Este del Cerro Rosadoÿ,"Ladera de pendiente moderada, exposici¢n N-NE; roquedales, bosquetes con pastizal y arbustivas, neneo, coir¢n, siete camisas.",Bueno,"Turismo, sendero, mirador",1,,2013,440,Glaciares,9,invierno
203,PNLG,Parque Nacional Los Glaciares,HUEMUL,19/02/2005,-493175,-7289833,-49.3175,-72.89833,-49.3175,-72.89833,0,Sendero a R¡o Blanco.,Bosque de lenga,,Tur¡stico,1,,2005,74,Glaciares,2,verano
2801,PNLG,Parque Nacional Los Glaciares,HUEMUL,31/03/2018,-493174,-7289935,-49.3174,-72.89935,-49.3174,-72.89935,505,"Ladera Oeste del R¡o de Las Vueltas, 400 m al Este-SE del Cerro Rosado","ladera con pastizal y manchones de lenga. Pendiente leve, exposici¢n SE",Bueno a muy bueno,"Turismo, sendero, mirador",1,,2018,1884,Glaciares,3,verano
1479,PNLG,Parque Nacional Los Glaciares,HUEMUL,21/11/2015,-493171,-7290093,-49.3171,-72.90093,-49.3171,-72.90093,555,"Ladera oeste del r¡o de las Vueltas, 310 metros al Este del Cerro Rosado","Ladera con bosque abierto de lenga y pastizal, suelo pedregoso arenoso. Pendiente moderada",Bueno a muy bueno,"Turismo, sendero",1,,2015,704,Glaciares,11,primavera
2186,PNLG,Parque Nacional Los Glaciares,HUEMUL,14/03/2019,-493153,-7290115,-49.3153,-72.90115,-49.3153,-72.90115,557,Senda Fitz Roy Km 1,Bosque,Bueno,Zona de uso publico,1,,2019,1299,Glaciares,3,verano
1498,PNLG,Parque Nacional Los Glaciares,HUEMUL,12/12/2015,-493146,-7289775,-49.3146,-72.89775,-49.3146,-72.89775,420,"Margen oeste del valle del R¡o de las Vueltas, 2,7 km al norte de la confluencia con el R. Fitz Roy","Fondo de valle, pastizal con manchones de lenga y arbustivas, costa de r¡o. Suelo pedregoso",Bueno,"Turismo, camino vehicular de ripio. A 800 metros del inicio de la zona urbana de El Chalt‚n.",1,,2015,723,Glaciares,12,primavera
1548,PNLG,Parque Nacional Los Glaciares,HUEMUL,22/01/2016,-493137,-7295056,-49.3137,-72.95056,-49.3137,-72.95056,770,"Fondo de valle al Este de la Loma de las Pizarras, 560 m al sur de la Laguna Hija","Bajo con manchones de pastizal y mall¡n, rodeados de bosque de lenga. Pendiente leve",Muy bueno,"Turismo, sendero",1,,2016,772,Glaciares,1,verano
1349,PNLG,Parque Nacional Los Glaciares,HUEMUL,3/02/2015,-493132,-7290415,-49.3132,-72.90415,-49.3132,-72.90415,575,"Ladera oeste del R¡o de Las Vueltas, 460 m al N-NE del Cerro Rosado","Ladera de pastizal, neneo, coir¢n con michay y lengas dispersas. Roquedales. Pendiente pronunciada, exposici¢n norte. ÿ",Bueno a muy bueno,"Tursimo, senderoÿ",1,,2015,592,Glaciares,2,verano
1903,PNLG,Parque Nacional Los Glaciares,HUEMUL,3/12/2017,-493128,-7290551,-49.3128,-72.90551,-49.3128,-72.90551,590,Ladera norte del cerro Rosado 530 m al norte de la cumbre,"Ladera con pastizal, neneo y calafate. Manchones de lengas y roquedales. Pendiente moderada, exposici¢n norte",Bueno a muy bueno,"Turismo, sendero",1,,2017,1087,Glaciares,12,primavera
1786,PNLG,Parque Nacional Los Glaciares,HUEMUL,26/02/2017,-493109,-7290985,-49.3109,-72.90985,-49.3109,-72.90985,640,"Ladera oeste del valle del R¡o de las Vueltas, 800 m al norte-NO del Cerro Rosado",Ladera con bosque de lenga abierto y pastizal. Pendiente moderada,Muy bueno,"Turismo, sendero",1,,2017,987,Glaciares,2,verano
1795,PNLG,Parque Nacional Los Glaciares,HUEMUL,7/03/2017,-493109,-7290985,-49.3109,-72.90985,-49.3109,-72.90985,640,"Ladera oeste del valle del r¡o de las Vueltas, 750 m al NO del Cerro Rosado","Ladera con bosque de lenga abierto, pendiente moderada",Bueno a muy bueno,"Turismo, sendero",1,,2017,996,Glaciares,3,verano
1192,PNLG,Parque Nacional Los Glaciares,HUEMUL,28/01/2014,-493105,-7291284,-49.3105,-72.91284,-49.3105,-72.91284,670,"Ladera NO del Cerro Rosado a 1,3 km al Este de Laguna Capri","Bosque de lenga viejo y abierto, con pastizal, calafate, siete camisas. Pendiente moderada, suelo arcilloso.ÿ",Muy bueno,"Turismo, sendero, campamento",1,,2014,479,Glaciares,1,verano
1485,PNLG,Parque Nacional Los Glaciares,HUEMUL,28/11/2015,-493105,-7291115,-49.3105,-72.91115,-49.3105,-72.91115,646,"Ladera oeste del valle del r¡o de las Vueltas, 900 m al NO del Cerro Rosado","Ladera con bosque abierto de lenga y ¤ire. Pendiente moderada, exposici¢n norte. Suelo pedregoso",Muy bueno,"Turismo, sendero",1,,2015,710,Glaciares,11,primavera
2440,PNLG,Parque Nacional Los Glaciares,HUEMUL,4/01/2020,-493099,-7291222,-49.3099,-72.91222,-49.3099,-72.91222,649,Sendero Fitz Roy km 2,Bosque de ¤ire y lenga,Bueno,Zona de uso publico,1,,2020,1553,Glaciares,1,verano
2096,PNLG,Parque Nacional Los Glaciares,HUEMUL,7/02/2019,-493093,-7295122,-49.3093,-72.95122,-49.3093,-72.95122,0,Senda Madre e hija,Bosque,Bueno,Zona de uso publico,1,,2019,1209,Glaciares,2,verano
1286,PNLG,Parque Nacional Los Glaciares,HUEMUL,26/08/2014,-493093,-7291414,-49.3093,-72.91414,-49.3093,-72.91414,690,"Un km al NO del Cerro Rosado, mitad de sendero entre ‚ste y Laguna Capri.","Ladera con bosque de lenga abierto, con arbustivas y pastizal, calafate, siete camisas, gram¡neas. Suelo arenoso, exposici¢n norte.",Bueno,"Turismo, senderos",1,Huellas,2014,531,Glaciares,8,invierno
1686,PNLG,Parque Nacional Los Glaciares,HUEMUL,20/11/2016,-493093,-7295582,-49.3093,-72.95582,-49.3093,-72.95582,790,"Ladera oeste de Laguna Hija, a la altura de su extremo sur, Lagunas Madre e Hija","Ladera con bosque de lenga, exposici¢n Este-NE, suelo arenoso. Pendiente moderada",Muy bueno,"Turismo, sendero a 200 a 300 m",2,,2016,906,Glaciares,11,primavera
207,PNLG,Parque Nacional Los Glaciares,HUEMUL,28/02/2006,-493088,-729036,-49.3088,-72.9036,-49.3088,-72.9036,435,Senda a Laguna Capri,Bosque,Bueno a muy bueno,Tur¡stico; sendero,1,,2006,78,Glaciares,2,verano
355,PNLG,Parque Nacional Los Glaciares,HUEMUL,16/05/2008,-493084,-729149,-49.3084,-72.9149,-49.3084,-72.9149,710,"Ladera Oeste del R¡o de Las Vueltas, 1 km al Este de Laguna Capriÿ","Bosque de lenga, ladera de pendiente leve",,"Turismo, sendero",1,,2008,171,Glaciares,5,oto¤o
1671,PNLG,Parque Nacional Los Glaciares,HUEMUL,16/10/2016,-493084,-7290056,-49.3084,-72.90056,-49.3084,-72.90056,430,"Ladera oeste del valle del R¡ðo de las Vueltas, 1 km al norte-NE del Cerro Rosado","Fondo de valle, comienzo de ladera con bosque de lenga y ¤ire. Pastizal bajo con arbustivas aisladas y renovales. Pendiente leve. Camino de ripio y banquina.",Bueno,"Turismo, senderos, camino vehicular",2,,2016,891,Glaciares,10,primavera
2358,PNLG,Parque Nacional Los Glaciares,HUEMUL,10/12/2019,-493083,-7291505,-49.3083,-72.91505,-49.3083,-72.91505,715,Km. 2.5 Fitz Roy,Bosque cerca del arroyo,Bueno,Zona de uso publico,1,,2019,1471,Glaciares,12,primavera
211,PNLG,Parque Nacional Los Glaciares,HUEMUL,19/02/2005,-493081,-729076,-49.3081,-72.9076,-49.3081,-72.9076,0,"Sendero a R¡o Blanco, en la tranquera, a 10 minutos de la cabecera del sendero.",sin datos,,"ÿtur¡stico, sendero",1,,2005,82,Glaciares,2,verano
1691,PNLG,Parque Nacional Los Glaciares,HUEMUL,25/11/2016,-493074,-7290034,-49.3074,-72.90034,-49.3074,-72.90034,420,"Ladera oeste del valle del R¡o de las Vueltas, 1 km al NE del Cerro Rosado","Fondo de valle, comienzo de ladera con bosque de lenga y ¤ire, pastizal, neneo y arbustivas aisladas, calafate. Pendiente leve",Bueno,"Turismo, sendero, camino vehicular. Presencia de equinos",3,,2016,911,Glaciares,11,primavera
1016,PNLG,Parque Nacional Los Glaciares,HUEMUL,28/02/2013,-493063,-72916,-49.3063,-72.916,-49.3063,-72.916,600,"Ladera Este-NE del Cerro Le¢n, por sendero a Laguna Capri","Ladera de pendiente moderada, bosque abierto y maduro de lenga con pastizal alto y arbustivas.ÿ",Bueno,"Turismo, sendero.ÿ",1,Huellas,2013,405,Glaciares,2,verano
1540,PNLG,Parque Nacional Los Glaciares,HUEMUL,17/01/2016,-493056,-7292175,-49.3056,-72.92175,-49.3056,-72.92175,820,Ladera norte del Cerro Le¢n,"Ladera de roca rodeada de bosque de lenga. Pendiente moderada, exposici¢n norte",Bueno a muy bueno,"Turismo, senderos cercanos",1,,2016,764,Glaciares,1,verano
721,PNLG,Parque Nacional Los Glaciares,HUEMUL,8/12/2011,-493048,-729117,-49.3048,-72.9117,-49.3048,-72.9117,750,800 m al Este del extremo NE de la Laguna Capri.,"Ladera de pendiente leve, conÿbosque de lenga maduro.",Bueno,"Turismo, sendero",1,,2011,254,Glaciares,12,primavera
2050,PNLG,Parque Nacional Los Glaciares,HUEMUL,11/01/2019,-493047,-7290282,-49.3047,-72.90282,-49.3047,-72.90282,419,Senda Chorrillo Km 2,Bosque,Bueno,Zona de uso publico,1,,2019,1163,Glaciares,1,verano
2048,PNLG,Parque Nacional Los Glaciares,HUEMUL,11/01/2019,-493047,-7290282,-49.3047,-72.90282,-49.3047,-72.90282,419,Senda hacia Chorrillo Km 2,Bosque,Bueno,Zona de uso publico,1,,2019,1161,Glaciares,1,verano
2793,PNLG,Parque Nacional Los Glaciares,HUEMUL,24/03/2018,-493043,-7290306,-49.3043,-72.90306,-49.3043,-72.90306,415,"Ladera Oeste del valle del R¡o de Las Vueltas, 800 m al Sur del Chorrillo del Salto","Fondo de valle, comienzo de ladera con bosque abierto de ¤ire y lenga con pastizal. pendiente leve exposici¢n Este.",Bueno,"Turismo, sendero, ruta",1,,2018,1876,Glaciares,3,verano
2360,PNLG,Parque Nacional Los Glaciares,HUEMUL,12/12/2019,-493038,-729283,-49.3038,-72.9283,-49.3038,-72.9283,761,Pasando CapriBosque de lengas,,Bueno,Zona de uso publico,1,,2019,1473,Glaciares,12,primavera
1021,PNLG,Parque Nacional Los Glaciares,HUEMUL,15/03/2013,-493037,-7292366,-49.3037,-72.92366,-49.3037,-72.92366,770,Ladera baja a 240 m al N del Cerro Le¢n,Bosque abierto con manchones de pastizal y arbustivas. Pendiente leve,Bueno,"Turismo, sendero, campamento",1,,2013,410,Glaciares,3,verano
1547,PNLG,Parque Nacional Los Glaciares,HUEMUL,21/01/2016,-493027,-7292633,-49.3027,-72.92633,-49.3027,-72.92633,766,"Ladera NE de Laguna Capri, 450 m al SE del Cerro Le¢n","Bosque de lenga abierto con bastante suelo desnudo, pedregoso, con murtilla y arbustivas bajas; troncos secos dispersos. Pendiente leve",Bueno,"Turismo, sendero",1,,2016,771,Glaciares,1,verano
2711,PNLG,Parque Nacional Los Glaciares,HUEMUL,5/01/2021,-493025,-7292664,-49.3025,-72.92664,-49.3025,-72.92664,764,"Sendero Fitz, cerca Laguna Capri",,Bueno,Zona de uso publico,1,,2021,1794,Glaciares,1,verano
1059,PNLG,Parque Nacional Los Glaciares,HUEMUL,19/09/2013,-493024,-72955,-49.3024,-72.955,-49.3024,-72.955,740,Sector entre Lagunas Madre e Hija,"Fondo de valle, pendiente leve. Bosque de lenga y ¤ire, calafate, Senecio, calafatillo.","Bueno a muy bueno, incendios antiguos","Turismo, sendero",0,Huellas,2013,439,Glaciares,9,invierno
2212,PNLG,Parque Nacional Los Glaciares,HUEMUL,26/03/2019,-493023,-72955,-49.3023,-72.955,-49.3023,-72.955,739,Sendeero madre e Hija (punta contraria a playita de Laguna Madre).,Bosque,Bueno,Zona de uso publico,1,,2019,1325,Glaciares,3,verano
1048,PNLG,Parque Nacional Los Glaciares,HUEMUL,16/09/2013,-493023,-72957,-49.3023,-72.957,-49.3023,-72.957,760,Extremo Sudoeste de Laguna Madre,"Bosque de lenga maduro, escasa vegetaci¢n bajo el bosque con muchas ramas y troncos caidos. Pendiente leve",Muy bueno,"Turismo, sendero pr¢ximo",2,,2013,435,Glaciares,9,invierno
1938,PNLG,Parque Nacional Los Glaciares,HUEMUL,11/01/2018,-493019,-7293,-49.3019,-72.93,-49.3019,-72.93,760,Ladera en extremo noreste de Laguna Capri,"Ladera con bosque de lenga y pastizal dominado por gram¡neas. Pendiente leve, exposici¢n SW.",Bueno,"Turismo, sendero, camping cercano",1,,2018,1117,Glaciares,1,verano
1545,PNLG,Parque Nacional Los Glaciares,HUEMUL,20/01/2016,-493018,-729516,-49.3018,-72.9516,-49.3018,-72.9516,747,Extremo Este del istmo de las lagunas Madre e Hija,"Ladera con bosque de lenga abierto, sectores con suelo desnudo, murtilla, pendiente leve",Bueno a muy bueno,"Turismo, sendero",1,,2016,769,Glaciares,1,verano
1610,PNLG,Parque Nacional Los Glaciares,HUEMUL,28/03/2016,-493015,-729194,-49.3015,-72.9194,-49.3015,-72.9194,750,"Ladera sur del Arroyo del Salto, 500 m al norte del Cerro Le¢n",Bosque de lenga maduro y abierto con pastizal y arbustivas muy dispersas. Troncos ca¡dos y rocas. Pendiente leve a moderada,Bueno a muy bueno,"Turismo, senderos",1,,2016,834,Glaciares,3,verano
849,PNLG,Parque Nacional Los Glaciares,HUEMUL,26/10/2012,-493012,-7290412,-49.3012,-72.90412,-49.3012,-72.90412,415,"Chorrillo del Salto, 700 m al Sur ÿdel chorrillo y 1000 m al Oeste del R¡o de Las Vueltas",Pastizal rodeado de bosque abierto de ¤ire y lenga.,Bueno,"Turismo, sendero",1,,2012,341,Glaciares,10,primavera
931,PNLG,Parque Nacional Los Glaciares,HUEMUL,17/01/2013,-493008,-72904,-49.3008,-72.904,-49.3008,-72.904,420,600 m al Sur del Chorrillo del Salto,Borde de pastizal y bosque de ¤ire. Pendiente leve a nula.,Bueno a regular,"Turismo, sendero, estacionamiento, camino (ruta) cercana, a s¢lo 40 metros al Este.ÿ",1,,2013,391,Glaciares,1,verano
2309,PNLG,Parque Nacional Los Glaciares,HUEMUL,19/10/2019,-493008,-7292547,-49.3008,-72.92547,-49.3008,-72.92547,767,Sendero Fitz Roy km 4,Bosque,Bueno,Zona de uso publico,1,,2019,1422,Glaciares,10,primavera
1777,PNLG,Parque Nacional Los Glaciares,HUEMUL,22/02/2017,-492998,-7292413,-49.2998,-72.92413,-49.2998,-72.92413,730,"Ladera sur del arroyo del Salto, 700 m al norte del Cerro Le¢n","Ladera con bosque de lenga. Pendiente leve, exposici¢n norte",Bueno a muy bueno,"Turismo, senderos",1,,2017,978,Glaciares,2,verano
1450,PNLG,Parque Nacional Los Glaciares,HUEMUL,22/10/2015,-492997,-7290393,-49.2997,-72.90393,-49.2997,-72.90393,420,"Ladera oeste del valle del R¡o de las Vueltas, 500 m al sur del Chorrillo del Salto",Bosque de lenga con matorral denso y bajo de arbustivas y herb ceas. Pendiente leve,Bueno a muy bueno,"Turismo, senderos, camino vehicular, estacionamiento",1,,2015,676,Glaciares,10,primavera
1535,PNLG,Parque Nacional Los Glaciares,HUEMUL,11/01/2016,-492992,-7292748,-49.2992,-72.92748,-49.2992,-72.92748,730,"Ladera sur del arroyo del Salto, 1,6 km al oeste del Chorrillo del Salto","Ladera con bosque de lenga y pastizal, arbustivas bajas. Pendiente moderada",Muy bueno,"Turismo, senderos, miradores",1,,2016,759,Glaciares,1,verano
988,PNLG,Parque Nacional Los Glaciares,HUEMUL,25/02/2013,-492985,-729066,-49.2985,-72.9066,-49.2985,-72.9066,440,"Sector entre 200 y 400 metros al Sur del Chorrillo del Salto, al Oeste del camino.","Bosque de ¤ire y lenga, arbustivas y sectores abiertos, con herb ceas y peladares.",Regular,"Turismo, senderos, mirador, estacionamientos, camino vehicular (ruta) cercana",0,Huellas Bosteo echadero,2013,403,Glaciares,2,verano
1761,PNLG,Parque Nacional Los Glaciares,HUEMUL,7/02/2017,-492983,-7293273,-49.2983,-72.93273,-49.2983,-72.93273,730,"Ladera sur del arroyo del Salto, 300 m al norte de Laguna Capri","Ladera con bosque de lenga abierto, sectores achaparrados y matorral con chaura, calfate, murtilla, pendiente leve, exposici¢n norte",Bueno a muy bueno,"Turismo, sendero",1,,2017,962,Glaciares,2,verano
2305,PNLG,Parque Nacional Los Glaciares,HUEMUL,11/10/2019,-492982,-7290543,-49.2982,-72.90543,-49.2982,-72.90543,425,Chorrillo del Salto,Bosque,Bueno,Zona de uso publico,1,,2019,1418,Glaciares,10,primavera
2306,PNLG,Parque Nacional Los Glaciares,HUEMUL,14/10/2019,-492982,-7290543,-49.2982,-72.90543,-49.2982,-72.90543,425,Chorrillo del Salto,Bosque,Bueno,Zona de uso publico,1,,2019,1419,Glaciares,10,primavera
1835,PNLG,Parque Nacional Los Glaciares,HUEMUL,6/04/2017,-492979,-7290543,-49.2979,-72.90543,-49.2979,-72.90543,425,"Ladera oeste del valle del R¡o de las Vueltas, 300 m al sur del Chorrillo del Salto","Fondo de valle, comienzo de ladera con bosque abierto de lenga y ¤ire, pastizal, calafate. Pendiente leve",Bueno a regular,"Turismo, sendero, estacionamiento y camino vehicular cercano",1,,2017,1036,Glaciares,4,oto¤o
872,PNLG,Parque Nacional Los Glaciares,HUEMUL,28/11/2012,-492978,-72915,-49.2978,-72.915,-49.2978,-72.915,625,"Ladera Sur del Arroyo del Salto, 600 m al Sudoeste del salto del Chorrillo.ÿ","Ladera de pendiente moderada, con bosque abierto de lenga con le¤a dura, siete camisas, notro, y roquedales. Pendiente Este. Suelo pedregoso-arenoso.ÿ","Bueno, en recuperaci¢n de incendio","Turismo, sendero",0,Huellas,2012,350,Glaciares,11,primavera
1667,PNLG,Parque Nacional Los Glaciares,HUEMUL,7/10/2016,-492976,-7290617,-49.2976,-72.90617,-49.2976,-72.90617,430,"Ladera oeste del valle del R¡ðo de las Vueltas, 250 m al sur del Chorrillo del Salto","Ladera con bosque de lenga, pastizal bajo con renovales. Pendiente leve",Bueno a muy bueno,"Turismo, sendero, estacionamiento, sanitarios",2,,2016,887,Glaciares,10,primavera
2296,PNLG,Parque Nacional Los Glaciares,HUEMUL,4/10/2019,-492976,-729053,-49.2976,-72.9053,-49.2976,-72.9053,423,Chorrillo del Salto,Bosque,Bueno,Zona de uso publico,1,,2019,1409,Glaciares,10,primavera
1350,PNLG,Parque Nacional Los Glaciares,HUEMUL,3/02/2015,-492974,-7290533,-49.2974,-72.90533,-49.2974,-72.90533,430,"Ladera oeste del R¡o de Las Vueltas, 215 m al SE del Chorrillo del Salto",Ladera con bosque de ¤ire y lenga. Pendiente moderada a leve. Suelo arenoso,Bueno,"Turismo, senderos de trecking y bicicleta, estacionamiento vehicular. Ruta a 200 m.ÿ",1,,2015,593,Glaciares,2,verano
1510,PNLG,Parque Nacional Los Glaciares,HUEMUL,27/12/2015,-492966,-7293451,-49.2966,-72.93451,-49.2966,-72.93451,722,"Ladera sur del arroyo del Salto, unos 2 km al oeste del Chorrillo del Salto","Ladera con bosque de lenga abierto, renovales; pendiente leve. Suelo arenoso, pedregoso. Bastante suelo desnudo",Bueno,"Turismo, senderos",1,,2015,735,Glaciares,12,primavera
2227,PNLG,Parque Nacional Los Glaciares,HUEMUL,2/04/2019,-492965,-7290582,-49.2965,-72.90582,-49.2965,-72.90582,427,Chorrillo del Salto,Bosque,Bueno,Zona de uso publico,1,,2019,1340,Glaciares,4,oto¤o
2147,PNLG,Parque Nacional Los Glaciares,HUEMUL,2/03/2019,-492963,-7290208,-49.2963,-72.90208,-49.2963,-72.90208,417,"Chorrillo del Salto, a 500 mts",Bosque,Bueno,Zona de uso publico,1,,2019,1260,Glaciares,3,verano
2687,PNLG,Parque Nacional Los Glaciares,HUEMUL,15/03/2021,-492959,-7293547,-49.2959,-72.93547,-49.2959,-72.93547,711,"Sendero Fitz Roy, cerca del mirador fitz roy",bosque lenga,bueno,Zona de uso publico,1,,2021,1770,Glaciares,3,verano
1361,PNLG,Parque Nacional Los Glaciares,HUEMUL,16/02/2015,-492958,-7290652,-49.2958,-72.90652,-49.2958,-72.90652,435,Chorillo del Salto,"Fondo de valle, comienzo de ladera con bosque de lenga y ¤ire; arbustivo mayormente abierto, michay, y pastizal de herb ceas. Pendiente leve",Bueno a muy bueno,"Turismo, senderos, estacionamiento vehicular. Camino vehicular cercano. Punto de observaci¢n del Chorrillo del Salto",1,,2015,604,Glaciares,2,verano
2047,PNLG,Parque Nacional Los Glaciares,HUEMUL,11/01/2019,-492957,-7290557,-49.2957,-72.90557,-49.2957,-72.90557,426,Arroyo El Salto,Pedrero,Bueno,Zona de uso publico,1,,2019,1160,Glaciares,1,verano
1595,PNLG,Parque Nacional Los Glaciares,HUEMUL,9/03/2016,-492956,-7290675,-49.2956,-72.90675,-49.2956,-72.90675,440,"Margen norte del Arroyo del Salto, 50 m aguas abajo del Chorrillo","Fondo de valle, costa de r¡o con pastizal y bosque de lenga. Paredones rocosos",Bueno a muy bueno,"Turismo, senderos, atractivo puntual, cascada",2,,2016,819,Glaciares,3,verano
1598,PNLG,Parque Nacional Los Glaciares,HUEMUL,16/03/2016,-492956,-7290648,-49.2956,-72.90648,-49.2956,-72.90648,435,"Arroyo del Salto, 95 m al Este del Chorrillo","Fondo de valle, costa de r¡o. Bosque de lenga y ¤ire. Paredones rocosos",Bueno a muy bueno,"Turismo, senderos, atractivo puntual",1,,2016,822,Glaciares,3,verano
1827,PNLG,Parque Nacional Los Glaciares,HUEMUL,27/03/2017,-492953,-7290733,-49.2953,-72.90733,-49.2953,-72.90733,470,Parte alta del Chorrillo del Salto,"Ladera con bosque de lenga y ¤ire, sector acantilado. Pendiente moderada",Bueno a muy bueno,"Turismo, atractivo puntual",1,,2017,1028,Glaciares,3,verano
1756,PNLG,Parque Nacional Los Glaciares,HUEMUL,29/01/2017,-492952,-7290665,-49.2952,-72.90665,-49.2952,-72.90665,445,"Ladera norte del Arroyo del Salto, a la altura del Chorrillo del Salto",Ladera con bosque de lenga maduro y rocas grandes. Pendiente leve,Muy bueno,"Turismo, atractivo puntual, camino vehicular cercano",1,,2017,957,Glaciares,1,verano
1590,PNLG,Parque Nacional Los Glaciares,HUEMUL,2/03/2016,-492951,-7293678,-49.2951,-72.93678,-49.2951,-72.93678,710,"Ladera sur del Arroyo del Salto, 570 m al norte del extremo NO de Laguna Capri",Ladera con bosque de lenga. Pendiente moderada,Bueno a muy bueno,"Turismo, sendero",1,,2016,814,Glaciares,3,verano
302,SANTA CRUZ,,HUEMUL,4/08/2020,-492926,-7287537,-49.2926,-72.87537,-49.2926,-72.87537,526,valle del RDLV,estepa,Bueno,Campo privado,1,,2020,2341,reservalagodesierto,8,invierno
2136,PNLG,Parque Nacional Los Glaciares,HUEMUL,26/02/2019,-492922,-7294063,-49.2922,-72.94063,-49.2922,-72.94063,718,Senda Fitz Roy,Bosque,Bueno,Zona de uso publico,2,,2019,1249,Glaciares,2,verano
2140,PNLG,Parque Nacional Los Glaciares,HUEMUL,27/02/2019,-492922,-7294063,-49.2922,-72.94063,-49.2922,-72.94063,718,"Sendero al Fitz Roy km 6,5",Bosque,Bueno,Zona de uso publico,2,,2019,1253,Glaciares,2,verano
2832,PNLG,Parque Nacional Los Glaciares,HUEMUL,29/01/2018,-492905,-7294466,-49.2905,-72.94466,-49.2905,-72.94466,720,"Ladera Sur del Arroyo del Salto, 1 km al SE de la confluencia con el Arroyo de Laguna Madre","Ladera con bosque abierto de lenga y ¤ire, Pendiente leve, exposici¢n Norte-NE",Bueno a muy bueno,"Turismo, sendero",1,,2018,1915,Glaciares,1,verano
1455,PNLG,Parque Nacional Los Glaciares,HUEMUL,22/10/2015,-492901,-7290415,-49.2901,-72.90415,-49.2901,-72.90415,444,"Ladera Este del Cerro Polo, 600 m al norte del Chorrillo del Salto","Ladera con bosque de lenga, suelo pedregoso, exposici¢n moderada",Bueno a muy bueno,Turismo,2,,2015,680,Glaciares,10,primavera
2193,PNLG,Parque Nacional Los Glaciares,HUEMUL,19/03/2019,-492892,-7295578,-49.2892,-72.95578,-49.2892,-72.95578,742,Madre e Hija a 1 km senda Fitz,Pastizal ecotono,Bueno,Zona de uso publico,1,,2019,1306,Glaciares,3,verano
837,PNLG,Parque Nacional Los Glaciares,HUEMUL,31/05/2012,-492879,-729084,-49.2879,-72.9084,-49.2879,-72.9084,645,Ladera Este del Cerro Polo,"Ladera de pendiente moderada con bosque de lenga, mait‚n, notro; y matorral de chapel, chaura, siete camisas; exposici¢n Este, suelo rocoso arenoso.ÿ",Muy bueno,,2,"Huellas Bosteo echaderos, or¡n en nieve, pelos",2012,329,Glaciares,5,oto¤o
422,PNLG,Parque Nacional Los Glaciares,HUEMUL,12/06/2009,-492878,-7290817,-49.2878,-72.90817,-49.2878,-72.90817,650,Ladera Sudeste del Cerro Polo.,"Bosque de lenga en la parte m s alta y ¤ire en la baja, chaura, notro, chapel, calafate, mait‚n (M. magellanica). Manchones de incendios viejos.",,Turismo,0,Huellas Bosteo,2009,181,Glaciares,6,oto¤o
